location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Indiana,193,Data as of September 13 2022 at 2:00 pm EDT,18,Ind.,IN,Indiana,6696893,28.82,2022-09-13,8:35 PM,22627
Iowa,22,Data as of September 13 2022 at 2:00 pm EDT,19,Iowa,IA,Iowa,3150011,6.98,2022-09-13,8:35 PM,22627
Kansas,7,Data as of September 13 2022 at 2:00 pm EDT,20,Kan.,KS,Kansas,2912619,2.4,2022-09-13,8:35 PM,22627
Kentucky,36,Data as of September 13 2022 at 2:00 pm EDT,21,Ky.,KY,Kentucky,4461952,8.07,2022-09-13,8:35 PM,22627
Louisiana,218,Data as of September 13 2022 at 2:00 pm EDT,22,La.,LA,Louisiana,4664616,46.73,2022-09-13,8:35 PM,22627
Maine,7,Data as of September 13 2022 at 2:00 pm EDT,23,Maine,ME,Maine,1340825,5.22,2022-09-13,8:35 PM,22627
Maryland,591,Data as of September 13 2022 at 2:00 pm EDT,24,Md.,MD,Maryland,6037624,97.89,2022-09-13,8:35 PM,22627
Massachusetts,356,Data as of September 13 2022 at 2:00 pm EDT,25,Mass.,MA,Massachusetts,6873003,51.8,2022-09-13,8:35 PM,22627
Michigan,231,Data as of September 13 2022 at 2:00 pm EDT,26,Mich.,MI,Michigan,9973907,23.16,2022-09-13,8:35 PM,22627
Minnesota,163,Data as of September 13 2022 at 2:00 pm EDT,27,Minn.,MN,Minnesota,5600166,29.11,2022-09-13,8:35 PM,22627
Mississippi,52,Data as of September 13 2022 at 2:00 pm EDT,28,Miss.,MS,Mississippi,2981835,17.44,2022-09-13,8:35 PM,22627
Missouri,69,Data as of September 13 2022 at 2:00 pm EDT,29,Mo.,MO,Missouri,6124160,11.27,2022-09-13,8:35 PM,22627
Montana,5,Data as of September 13 2022 at 2:00 pm EDT,30,Mont.,MT,Montana,1061705,4.71,2022-09-13,8:35 PM,22627
Nebraska,28,Data as of September 13 2022 at 2:00 pm EDT,31,Neb.,NE,Nebraska,1923826,14.55,2022-09-13,8:35 PM,22627
Nevada,204,Data as of September 13 2022 at 2:00 pm EDT,32,Nev.,NV,Nevada,3030281,67.32,2022-09-13,8:35 PM,22627
New Hampshire,25,Data as of September 13 2022 at 2:00 pm EDT,33,N.H.,NH,New Hampshire,1355244,18.45,2022-09-13,8:35 PM,22627
New Jersey,631,Data as of September 13 2022 at 2:00 pm EDT,34,N.J.,NJ,New Jersey,8885418,71.02,2022-09-13,8:35 PM,22627
New Mexico,32,Data as of September 13 2022 at 2:00 pm EDT,35,N.M.,NM,New Mexico,2097021,15.26,2022-09-13,8:35 PM,22627
New York,3679,Data as of September 13 2022 at 2:00 pm EDT,36,N.Y.,NY,New York,19514849,188.52,2022-09-13,8:35 PM,22627
North Carolina,428,Data as of September 13 2022 at 2:00 pm EDT,37,N.C.,NC,North Carolina,10386227,41.21,2022-09-13,8:35 PM,22627
North Dakota,5,Data as of September 13 2022 at 2:00 pm EDT,38,N.D.,ND,North Dakota,760394,6.58,2022-09-13,8:35 PM,22627
Ohio,235,Data as of September 13 2022 at 2:00 pm EDT,39,Ohio,OH,Ohio,11675275,20.13,2022-09-13,8:35 PM,22627
Oklahoma,29,Data as of September 13 2022 at 2:00 pm EDT,40,Okla.,OK,Oklahoma,3949342,7.34,2022-09-13,8:35 PM,22627
Oregon,183,Data as of September 13 2022 at 2:00 pm EDT,41,Ore.,OR,Oregon,4176346,43.82,2022-09-13,8:35 PM,22627
Pennsylvania,672,Data as of September 13 2022 at 2:00 pm EDT,42,Pa.,PA,Pennsylvania,12794885,52.52,2022-09-13,8:35 PM,22627
Puerto Rico,151,Data as of September 13 2022 at 2:00 pm EDT,72,,PR,Puerto Rico,3255642,46.38,2022-09-13,8:35 PM,22627
Rhode Island,61,Data as of September 13 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,57.67,2022-09-13,8:35 PM,22627
South Carolina,132,Data as of September 13 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,25.93,2022-09-13,8:35 PM,22627
South Dakota,2,Data as of September 13 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-09-13,8:35 PM,22627
Tennessee,232,Data as of September 13 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,34.26,2022-09-13,8:35 PM,22627
Texas,2017,Data as of September 13 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,70.44,2022-09-13,8:35 PM,22627
Utah,128,Data as of September 13 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,40.62,2022-09-13,8:35 PM,22627
Vermont,3,Data as of September 13 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-09-13,8:35 PM,22627
Virginia,409,Data as of September 13 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,48.06,2022-09-13,8:35 PM,22627
Washington,520,Data as of September 13 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,69.22,2022-09-13,8:35 PM,22627
West Virginia,10,Data as of September 13 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,5.53,2022-09-13,8:35 PM,22627
Wisconsin,64,Data as of September 13 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,11.02,2022-09-13,8:35 PM,22627
Wyoming,2,Data as of September 13 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,3.44,2022-09-13,8:35 PM,22627
