location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Kansas,9,Data as of September 21 2022 at 2:00 pm EDT,20,Kan.,KS,Kansas,2912619,3.09,2022-09-21,8:31 PM,24361
Kentucky,50,Data as of September 21 2022 at 2:00 pm EDT,21,Ky.,KY,Kentucky,4461952,11.21,2022-09-21,8:31 PM,24361
Louisiana,234,Data as of September 21 2022 at 2:00 pm EDT,22,La.,LA,Louisiana,4664616,50.16,2022-09-21,8:31 PM,24361
Maine,9,Data as of September 21 2022 at 2:00 pm EDT,23,Maine,ME,Maine,1340825,6.71,2022-09-21,8:31 PM,24361
Maryland,631,Data as of September 21 2022 at 2:00 pm EDT,24,Md.,MD,Maryland,6037624,104.51,2022-09-21,8:31 PM,24361
Massachusetts,374,Data as of September 21 2022 at 2:00 pm EDT,25,Mass.,MA,Massachusetts,6873003,54.42,2022-09-21,8:31 PM,24361
Michigan,257,Data as of September 21 2022 at 2:00 pm EDT,26,Mich.,MI,Michigan,9973907,25.77,2022-09-21,8:31 PM,24361
Minnesota,178,Data as of September 21 2022 at 2:00 pm EDT,27,Minn.,MN,Minnesota,5600166,31.78,2022-09-21,8:31 PM,24361
Mississippi,70,Data as of September 21 2022 at 2:00 pm EDT,28,Miss.,MS,Mississippi,2981835,23.48,2022-09-21,8:31 PM,24361
Missouri,84,Data as of September 21 2022 at 2:00 pm EDT,29,Mo.,MO,Missouri,6124160,13.72,2022-09-21,8:31 PM,24361
Montana,5,Data as of September 21 2022 at 2:00 pm EDT,30,Mont.,MT,Montana,1061705,4.71,2022-09-21,8:31 PM,24361
Nebraska,28,Data as of September 21 2022 at 2:00 pm EDT,31,Neb.,NE,Nebraska,1923826,14.55,2022-09-21,8:31 PM,24361
Nevada,217,Data as of September 21 2022 at 2:00 pm EDT,32,Nev.,NV,Nevada,3030281,71.61,2022-09-21,8:31 PM,24361
New Hampshire,28,Data as of September 21 2022 at 2:00 pm EDT,33,N.H.,NH,New Hampshire,1355244,20.66,2022-09-21,8:31 PM,24361
New Jersey,668,Data as of September 21 2022 at 2:00 pm EDT,34,N.J.,NJ,New Jersey,8885418,75.18,2022-09-21,8:31 PM,24361
New Mexico,40,Data as of September 21 2022 at 2:00 pm EDT,35,N.M.,NM,New Mexico,2097021,19.07,2022-09-21,8:31 PM,24361
New York,3810,Data as of September 21 2022 at 2:00 pm EDT,36,N.Y.,NY,New York,19514849,195.24,2022-09-21,8:31 PM,24361
North Carolina,434,Data as of September 21 2022 at 2:00 pm EDT,37,N.C.,NC,North Carolina,10386227,41.79,2022-09-21,8:31 PM,24361
North Dakota,5,Data as of September 21 2022 at 2:00 pm EDT,38,N.D.,ND,North Dakota,760394,6.58,2022-09-21,8:31 PM,24361
Ohio,257,Data as of September 21 2022 at 2:00 pm EDT,39,Ohio,OH,Ohio,11675275,22.01,2022-09-21,8:31 PM,24361
Oklahoma,36,Data as of September 21 2022 at 2:00 pm EDT,40,Okla.,OK,Oklahoma,3949342,9.12,2022-09-21,8:31 PM,24361
Oregon,203,Data as of September 21 2022 at 2:00 pm EDT,41,Ore.,OR,Oregon,4176346,48.61,2022-09-21,8:31 PM,24361
Pennsylvania,713,Data as of September 21 2022 at 2:00 pm EDT,42,Pa.,PA,Pennsylvania,12794885,55.73,2022-09-21,8:31 PM,24361
Puerto Rico,167,Data as of September 21 2022 at 2:00 pm EDT,72,,PR,Puerto Rico,3255642,51.3,2022-09-21,8:31 PM,24361
Rhode Island,70,Data as of September 21 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,66.18,2022-09-21,8:31 PM,24361
South Carolina,149,Data as of September 21 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,29.26,2022-09-21,8:31 PM,24361
South Dakota,2,Data as of September 21 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-09-21,8:31 PM,24361
Tennessee,264,Data as of September 21 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,38.98,2022-09-21,8:31 PM,24361
Texas,2179,Data as of September 21 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,76.09,2022-09-21,8:31 PM,24361
Utah,149,Data as of September 21 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,47.28,2022-09-21,8:31 PM,24361
Vermont,3,Data as of September 21 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-09-21,8:31 PM,24361
Virginia,440,Data as of September 21 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,51.71,2022-09-21,8:31 PM,24361
Washington,575,Data as of September 21 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,76.54,2022-09-21,8:31 PM,24361
West Virginia,11,Data as of September 21 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,6.09,2022-09-21,8:31 PM,24361
Wisconsin,69,Data as of September 21 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,11.88,2022-09-21,8:31 PM,24361
Wyoming,2,Data as of September 21 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,3.44,2022-09-21,8:31 PM,24361
