epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
6/26/2022,63,52.0,783,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,783
6/27/2022,93,59.85714286,876,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,876
6/28/2022,90,66.71428571,966,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,966
6/29/2022,76,68.71428571,1042,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1042
6/30/2022,111,76.57142857,1153,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1153
7/1/2022,137,89.14285714,1290,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1290
7/2/2022,123,99.0,1413,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1413
7/3/2022,128,108.2857143,1541,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1541
7/4/2022,161,118.0,1702,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1702
7/5/2022,187,131.8571429,1889,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,1889
7/6/2022,171,145.4285714,2060,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,2060
7/7/2022,183,155.7142857,2243,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,2243
7/8/2022,240,170.4285714,2483,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,2483
7/9/2022,187,179.5714286,2670,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,2670
7/10/2022,217,192.2857143,2887,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,2887
7/11/2022,346,218.7142857,3233,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,3233
7/12/2022,232,225.1428571,3465,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,3465
7/13/2022,269,239.1428571,3734,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,3734
7/14/2022,294,255.0,4028,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,4028
7/15/2022,346,270.1428571,4374,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,4374
7/16/2022,253,279.5714286,4627,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,4627
7/17/2022,244,283.4285714,4871,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,4871
7/18/2022,398,290.8571429,5269,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,5269
7/19/2022,330,304.8571429,5599,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,5599
7/20/2022,360,317.8571429,5959,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,5959
7/21/2022,340,324.4285714,6299,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,6299
7/22/2022,362,326.7142857,6661,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,6661
7/23/2022,301,333.5714286,6962,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,6962
7/24/2022,309,342.8571429,7271,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,7271
7/25/2022,521,360.4285714,7792,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,7792
7/26/2022,405,371.1428571,8197,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,8197
7/27/2022,456,384.8571429,8653,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,8653
7/28/2022,429,397.5714286,9082,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,9082
7/29/2022,453,410.5714286,9535,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,9535
7/30/2022,360,419.0,9895,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,9895
7/31/2022,352,425.1428571,10247,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,10247
8/1/2022,624,439.8571429,10871,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,10871
8/2/2022,477,450.1428571,11348,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,11348
8/3/2022,454,449.8571429,11802,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,11802
8/4/2022,436,450.8571429,12238,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,12238
8/5/2022,486,455.5714286,12724,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,12724
8/6/2022,372,457.2857143,13096,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,13096
8/7/2022,323,453.1428571,13419,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,13419
8/8/2022,517,437.8571429,13936,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,13936
8/9/2022,429,431.0,14365,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,14365
8/10/2022,467,432.8571429,14832,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,14832
8/11/2022,419,430.4285714,15251,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,15251
8/12/2022,417,420.5714286,15668,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,15668
8/13/2022,347,417.0,16015,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,16015
8/14/2022,306,414.5714286,16321,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,16321
8/15/2022,489,410.5714286,16810,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,16810
8/16/2022,339,397.7142857,17149,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,17149
8/17/2022,335,378.8571429,17484,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,17484
8/18/2022,392,375.0,17876,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,17876
8/19/2022,407,373.5714286,18283,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,18283
8/20/2022,332,371.4285714,18615,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,18615
8/21/2022,271,366.4285714,18886,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,18886
8/22/2022,370,349.4285714,19256,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,19256
8/23/2022,365,353.1428571,19621,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,19621
8/24/2022,311,349.7142857,19932,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,19932
8/25/2022,312,338.2857143,20244,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,20244
8/26/2022,328,327.0,20572,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,20572
8/27/2022,225,311.7142857,20797,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,20797
8/28/2022,229,305.7142857,21026,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,21026
8/29/2022,323,299.0,21349,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,21349
8/30/2022,269,285.2857143,21618,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,21618
8/31/2022,237,274.7142857,21855,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,21855
9/1/2022,333,277.7142857,22188,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,22188
9/2/2022,287,271.8571429,22475,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,22475
9/3/2022,193,267.2857143,22668,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,22668
9/4/2022,157,257.0,22825,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,22825
9/5/2022,232,244.0,23057,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,23057
9/6/2022,281,245.7142857,23338,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,23338
9/7/2022,237,245.7142857,23575,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,23575
9/8/2022,230,231.0,23805,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,23805
9/9/2022,216,220.8571429,24021,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,24021
9/10/2022,169,217.4285714,24190,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,24190
9/11/2022,105,210.0,24295,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,24295
9/12/2022,246,212.0,24541,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,24541
9/13/2022,190,199.0,24731,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,24731
9/14/2022,178,190.5714286,24909,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,24909
9/15/2022,186,184.2857143,25095,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25095
9/16/2022,180,179.1428571,25275,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25275
9/17/2022,131,173.7142857,25406,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25406
9/18/2022,117,175.4285714,25523,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25523
9/19/2022,138,160.0,25661,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25661
9/20/2022,173,157.5714286,25834,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25834
9/21/2022,146,153.0,25980,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,25980
9/22/2022,150,147.8571429,26130,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26130
9/23/2022,129,140.5714286,26259,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26259
9/24/2022,84,133.8571429,26343,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26343
9/25/2022,82,128.8571429,26425,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26425
9/26/2022,149,130.4285714,26574,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26574
9/27/2022,113,121.8571429,26687,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26687
9/28/2022,96,114.7142857,26783,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26783
9/29/2022,120,110.4285714,26903,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,26903
9/30/2022,119,109.0,27022,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27022
10/1/2022,83,108.8571429,27105,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27105
10/2/2022,65,106.4285714,27170,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27170
10/3/2022,97,99.0,27267,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27267
10/4/2022,85,95.0,27352,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27352
10/5/2022,92,94.42857143,27444,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27444
10/6/2022,104,92.14285714,27548,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27548
10/7/2022,87,87.57142857,27635,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27635
10/8/2022,51,83.0,27686,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27686
10/9/2022,66,83.14285714,27752,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27752
10/10/2022,93,82.57142857,27845,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27845
10/11/2022,77,81.42857143,27922,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27922
10/12/2022,68,78.0,27990,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,27990
10/13/2022,77,74.14285714,28067,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28067
10/14/2022,66,71.14285714,28133,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28133
10/15/2022,50,71.0,28183,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28183
10/16/2022,45,68.0,28228,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28228
10/17/2022,68,64.42857143,28296,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28296
10/18/2022,54,61.14285714,28350,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28350
10/19/2022,46,58.0,28396,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28396
10/20/2022,66,56.42857143,28462,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28462
10/21/2022,53,54.57142857,28515,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28515
10/22/2022,33,52.14285714,28548,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28548
10/23/2022,27,49.57142857,28575,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28575
10/24/2022,57,48.0,28632,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28632
10/25/2022,40,46.0,28672,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28672
10/26/2022,58,47.71428571,28730,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28730
10/27/2022,51,45.57142857,28781,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28781
10/28/2022,42,44.0,28823,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28823
10/29/2022,26,43.0,28849,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28849
10/30/2022,22,42.28571429,28871,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28871
10/31/2022,49,41.14285714,28920,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28920
11/1/2022,41,41.28571429,28961,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,28961
11/2/2022,41,38.85714286,29002,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29002
11/3/2022,37,36.85714286,29039,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29039
11/4/2022,34,35.71428571,29073,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29073
11/5/2022,32,36.57142857,29105,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29105
11/6/2022,28,37.42857143,29133,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29133
11/7/2022,39,36.0,29172,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29172
11/8/2022,30,34.42857143,29202,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29202
11/9/2022,30,32.85714286,29232,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29232
11/10/2022,25,31.14285714,29257,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29257
11/11/2022,29,30.42857143,29286,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29286
11/12/2022,17,28.28571429,29303,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29303
11/13/2022,23,27.57142857,29326,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29326
11/14/2022,42,28.0,29368,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29368
11/15/2022,20,26.57142857,29388,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29388
11/16/2022,21,25.28571429,29409,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29409
11/17/2022,12,23.42857143,29421,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29421
11/18/2022,31,23.71428571,29452,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29452
11/19/2022,19,24.0,29471,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29471
11/20/2022,16,23.0,29487,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29487
11/21/2022,22,20.14285714,29509,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29509
11/22/2022,17,19.71428571,29526,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29526
11/23/2022,19,19.42857143,29545,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29545
11/24/2022,17,20.14285714,29562,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29562
11/25/2022,12,17.42857143,29574,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29574
11/26/2022,16,17.0,29590,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29590
11/27/2022,8,15.85714286,29598,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29598
11/28/2022,23,16.0,29621,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29621
11/29/2022,16,15.85714286,29637,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29637
11/30/2022,20,16.0,29657,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29657
12/1/2022,28,17.57142857,29685,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29685
12/2/2022,16,18.14285714,29701,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29701
12/3/2022,8,17.0,29709,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29709
12/4/2022,8,17.0,29717,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29717
12/5/2022,29,17.85714286,29746,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29746
12/6/2022,10,17.0,29756,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29756
12/7/2022,12,15.85714286,29768,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29768
12/8/2022,19,14.57142857,29787,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29787
12/9/2022,8,13.42857143,29795,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29795
12/10/2022,10,13.71428571,29805,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29805
12/11/2022,6,13.42857143,29811,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29811
12/12/2022,17,11.71428571,29828,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29828
12/13/2022,8,11.42857143,29836,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29836
12/14/2022,14,11.71428571,29850,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29850
12/15/2022,13,10.85714286,29863,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29863
12/16/2022,17,12.14285714,29880,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29880
12/17/2022,6,11.57142857,29886,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29886
12/18/2022,8,11.85714286,29894,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29894
12/19/2022,12,11.14285714,29906,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29906
12/20/2022,10,11.42857143,29916,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29916
12/21/2022,5,10.14285714,29921,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29921
12/22/2022,8,9.428571429,29929,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29929
12/23/2022,8,8.142857143,29937,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29937
12/24/2022,4,7.857142857,29941,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29941
12/25/2022,5,7.428571429,29946,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29946
12/26/2022,8,6.857142857,29954,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29954
12/27/2022,5,6.142857143,29959,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29959
12/28/2022,4,6.0,29963,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29963
12/29/2022,4,5.428571429,29967,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29967
12/30/2022,8,5.428571429,29975,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29975
12/31/2022,6,5.714285714,29981,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29981
1/1/2023,7,6.0,29988,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29988
1/2/2023,3,5.285714286,29991,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,29991
1/3/2023,10,6.0,30001,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30001
1/4/2023,2,5.714285714,30003,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30003
1/5/2023,8,6.285714286,30011,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30011
1/6/2023,4,5.714285714,30015,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30015
1/7/2023,4,5.428571429,30019,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30019
1/8/2023,5,5.142857143,30024,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30024
1/9/2023,6,5.571428571,30030,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30030
1/10/2023,3,4.571428571,30033,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30033
1/11/2023,7,5.285714286,30040,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30040
1/12/2023,7,5.142857143,30047,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30047
1/13/2023,3,5.0,30050,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30050
1/14/2023,2,4.714285714,30052,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30052
1/15/2023,5,4.714285714,30057,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30057
1/16/2023,2,4.142857143,30059,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30059
1/17/2023,3,4.142857143,30062,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30062
1/18/2023,9,4.428571429,30071,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30071
1/19/2023,2,3.714285714,30073,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30073
1/20/2023,4,3.857142857,30077,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30077
1/21/2023,6,4.428571429,30083,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30083
1/22/2023,0,3.714285714,30083,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30083
1/23/2023,1,3.571428571,30084,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30084
1/24/2023,3,3.571428571,30087,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30087
1/25/2023,3,2.714285714,30090,Data as Reported to CDC as of 25 Jan 2023 2:00 PM EDT,30090
