location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Massachusetts,347,Data as of September 08 2022 at 2:00 pm EDT,25,Mass.,MA,Massachusetts,6873003,50.49,2022-09-08,8:28 PM,21501
Michigan,217,Data as of September 08 2022 at 2:00 pm EDT,26,Mich.,MI,Michigan,9973907,21.76,2022-09-08,8:28 PM,21501
Minnesota,149,Data as of September 08 2022 at 2:00 pm EDT,27,Minn.,MN,Minnesota,5600166,26.61,2022-09-08,8:28 PM,21501
Mississippi,45,Data as of September 08 2022 at 2:00 pm EDT,28,Miss.,MS,Mississippi,2981835,15.09,2022-09-08,8:28 PM,21501
Missouri,61,Data as of September 08 2022 at 2:00 pm EDT,29,Mo.,MO,Missouri,6124160,9.96,2022-09-08,8:28 PM,21501
Montana,5,Data as of September 08 2022 at 2:00 pm EDT,30,Mont.,MT,Montana,1061705,4.71,2022-09-08,8:28 PM,21501
Nebraska,28,Data as of September 08 2022 at 2:00 pm EDT,31,Neb.,NE,Nebraska,1923826,14.55,2022-09-08,8:28 PM,21501
Nevada,204,Data as of September 08 2022 at 2:00 pm EDT,32,Nev.,NV,Nevada,3030281,67.32,2022-09-08,8:28 PM,21501
New Hampshire,22,Data as of September 08 2022 at 2:00 pm EDT,33,N.H.,NH,New Hampshire,1355244,16.23,2022-09-08,8:28 PM,21501
New Jersey,595,Data as of September 08 2022 at 2:00 pm EDT,34,N.J.,NJ,New Jersey,8885418,66.96,2022-09-08,8:28 PM,21501
New Mexico,27,Data as of September 08 2022 at 2:00 pm EDT,35,N.M.,NM,New Mexico,2097021,12.88,2022-09-08,8:28 PM,21501
New York,3555,Data as of September 08 2022 at 2:00 pm EDT,36,N.Y.,NY,New York,19514849,182.17,2022-09-08,8:28 PM,21501
North Carolina,387,Data as of September 08 2022 at 2:00 pm EDT,37,N.C.,NC,North Carolina,10386227,37.26,2022-09-08,8:28 PM,21501
North Dakota,5,Data as of September 08 2022 at 2:00 pm EDT,38,N.D.,ND,North Dakota,760394,6.58,2022-09-08,8:28 PM,21501
Ohio,218,Data as of September 08 2022 at 2:00 pm EDT,39,Ohio,OH,Ohio,11675275,18.67,2022-09-08,8:28 PM,21501
Oklahoma,24,Data as of September 08 2022 at 2:00 pm EDT,40,Okla.,OK,Oklahoma,3949342,6.08,2022-09-08,8:28 PM,21501
Oregon,141,Data as of September 08 2022 at 2:00 pm EDT,41,Ore.,OR,Oregon,4176346,33.76,2022-09-08,8:28 PM,21501
Pennsylvania,624,Data as of September 08 2022 at 2:00 pm EDT,42,Pa.,PA,Pennsylvania,12794885,48.77,2022-09-08,8:28 PM,21501
Puerto Rico,131,Data as of September 08 2022 at 2:00 pm EDT,72,,PR,Puerto Rico,3255642,40.24,2022-09-08,8:28 PM,21501
Rhode Island,56,Data as of September 08 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,52.94,2022-09-08,8:28 PM,21501
South Carolina,123,Data as of September 08 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,24.16,2022-09-08,8:28 PM,21501
South Dakota,2,Data as of September 08 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-09-08,8:28 PM,21501
Tennessee,212,Data as of September 08 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,31.3,2022-09-08,8:28 PM,21501
Texas,1901,Data as of September 08 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,66.39,2022-09-08,8:28 PM,21501
Utah,117,Data as of September 08 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,37.13,2022-09-08,8:28 PM,21501
Vermont,3,Data as of September 08 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-09-08,8:28 PM,21501
Virginia,389,Data as of September 08 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,45.71,2022-09-08,8:28 PM,21501
Washington,502,Data as of September 08 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,66.82,2022-09-08,8:28 PM,21501
West Virginia,8,Data as of September 08 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,4.43,2022-09-08,8:28 PM,21501
Wisconsin,56,Data as of September 08 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,9.64,2022-09-08,8:28 PM,21501
Wyoming,2,Data as of September 08 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,3.44,2022-09-08,8:28 PM,21501
