location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Maryland,519,Data as of September 01 2022 at 2:00 pm EDT,24,Md.,MD,Maryland,6037624,85.96,2022-09-01,8:33 PM,19462
Massachusetts,317,Data as of September 01 2022 at 2:00 pm EDT,25,Mass.,MA,Massachusetts,6873003,46.12,2022-09-01,8:33 PM,19462
Michigan,190,Data as of September 01 2022 at 2:00 pm EDT,26,Mich.,MI,Michigan,9973907,19.05,2022-09-01,8:33 PM,19462
Minnesota,128,Data as of September 01 2022 at 2:00 pm EDT,27,Minn.,MN,Minnesota,5600166,22.86,2022-09-01,8:33 PM,19462
Mississippi,36,Data as of September 01 2022 at 2:00 pm EDT,28,Miss.,MS,Mississippi,2981835,12.07,2022-09-01,8:33 PM,19462
Missouri,53,Data as of September 01 2022 at 2:00 pm EDT,29,Mo.,MO,Missouri,6124160,8.65,2022-09-01,8:33 PM,19462
Montana,5,Data as of September 01 2022 at 2:00 pm EDT,30,Mont.,MT,Montana,1061705,4.71,2022-09-01,8:33 PM,19462
Nebraska,27,Data as of September 01 2022 at 2:00 pm EDT,31,Neb.,NE,Nebraska,1923826,14.03,2022-09-01,8:33 PM,19462
Nevada,149,Data as of September 01 2022 at 2:00 pm EDT,32,Nev.,NV,Nevada,3030281,49.17,2022-09-01,8:33 PM,19462
New Hampshire,22,Data as of September 01 2022 at 2:00 pm EDT,33,N.H.,NH,New Hampshire,1355244,16.23,2022-09-01,8:33 PM,19462
New Jersey,538,Data as of September 01 2022 at 2:00 pm EDT,34,N.J.,NJ,New Jersey,8885418,60.55,2022-09-01,8:33 PM,19462
New Mexico,26,Data as of September 01 2022 at 2:00 pm EDT,35,N.M.,NM,New Mexico,2097021,12.4,2022-09-01,8:33 PM,19462
New York,3367,Data as of September 01 2022 at 2:00 pm EDT,36,N.Y.,NY,New York,19514849,172.54,2022-09-01,8:33 PM,19462
North Carolina,322,Data as of September 01 2022 at 2:00 pm EDT,37,N.C.,NC,North Carolina,10386227,31.0,2022-09-01,8:33 PM,19462
North Dakota,5,Data as of September 01 2022 at 2:00 pm EDT,38,N.D.,ND,North Dakota,760394,6.58,2022-09-01,8:33 PM,19462
Ohio,185,Data as of September 01 2022 at 2:00 pm EDT,39,Ohio,OH,Ohio,11675275,15.85,2022-09-01,8:33 PM,19462
Oklahoma,24,Data as of September 01 2022 at 2:00 pm EDT,40,Okla.,OK,Oklahoma,3949342,6.08,2022-09-01,8:33 PM,19462
Oregon,141,Data as of September 01 2022 at 2:00 pm EDT,41,Ore.,OR,Oregon,4176346,33.76,2022-09-01,8:33 PM,19462
Pennsylvania,561,Data as of September 01 2022 at 2:00 pm EDT,42,Pa.,PA,Pennsylvania,12794885,43.85,2022-09-01,8:33 PM,19462
Puerto Rico,111,Data as of September 01 2022 at 2:00 pm EDT,72,,PR,Puerto Rico,3255642,34.09,2022-09-01,8:33 PM,19462
Rhode Island,48,Data as of September 01 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,45.38,2022-09-01,8:33 PM,19462
South Carolina,114,Data as of September 01 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,22.39,2022-09-01,8:33 PM,19462
South Dakota,2,Data as of September 01 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-09-01,8:33 PM,19462
Tennessee,189,Data as of September 01 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,27.91,2022-09-01,8:33 PM,19462
Texas,1698,Data as of September 01 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,59.3,2022-09-01,8:33 PM,19462
Utah,103,Data as of September 01 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,32.69,2022-09-01,8:33 PM,19462
Vermont,3,Data as of September 01 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-09-01,8:33 PM,19462
Virginia,339,Data as of September 01 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,39.84,2022-09-01,8:33 PM,19462
Washington,467,Data as of September 01 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,62.16,2022-09-01,8:33 PM,19462
West Virginia,5,Data as of September 01 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,2.77,2022-09-01,8:33 PM,19462
Wisconsin,56,Data as of September 01 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,9.64,2022-09-01,8:33 PM,19462
Wyoming,2,Data as of September 01 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,3.44,2022-09-01,8:33 PM,19462
