location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Rhode Island,53,Data as of September 07 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,50.1,2022-09-07,8:32 PM,21271
South Carolina,120,Data as of September 07 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,23.57,2022-09-07,8:32 PM,21271
South Dakota,2,Data as of September 07 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-09-07,8:32 PM,21271
Tennessee,213,Data as of September 07 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,31.45,2022-09-07,8:32 PM,21271
Texas,1871,Data as of September 07 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,65.34,2022-09-07,8:32 PM,21271
Utah,111,Data as of September 07 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,35.22,2022-09-07,8:32 PM,21271
Vermont,3,Data as of September 07 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-09-07,8:32 PM,21271
Virginia,364,Data as of September 07 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,42.78,2022-09-07,8:32 PM,21271
Washington,484,Data as of September 07 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,64.43,2022-09-07,8:32 PM,21271
West Virginia,8,Data as of September 07 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,4.43,2022-09-07,8:32 PM,21271
Wisconsin,56,Data as of September 07 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,9.64,2022-09-07,8:32 PM,21271
Wyoming,2,Data as of September 07 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,3.44,2022-09-07,8:32 PM,21271
