location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Oklahoma,38,Data as of September 28 2022 at 2:00 pm EDT,40,Okla.,OK,Oklahoma,3949342,9.62,2022-09-28,8:37 PM,25506
Oregon,214,Data as of September 28 2022 at 2:00 pm EDT,41,Ore.,OR,Oregon,4176346,51.24,2022-09-28,8:37 PM,25506
Pennsylvania,754,Data as of September 28 2022 at 2:00 pm EDT,42,Pa.,PA,Pennsylvania,12794885,58.93,2022-09-28,8:37 PM,25506
Puerto Rico,179,Data as of September 28 2022 at 2:00 pm EDT,72,,PR,Puerto Rico,3255642,54.98,2022-09-28,8:37 PM,25506
Rhode Island,73,Data as of September 28 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,69.01,2022-09-28,8:37 PM,25506
South Carolina,164,Data as of September 28 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,32.21,2022-09-28,8:37 PM,25506
South Dakota,2,Data as of September 28 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-09-28,8:37 PM,25506
Tennessee,282,Data as of September 28 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,41.64,2022-09-28,8:37 PM,25506
Texas,2299,Data as of September 28 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,80.29,2022-09-28,8:37 PM,25506
Utah,157,Data as of September 28 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,49.82,2022-09-28,8:37 PM,25506
Vermont,3,Data as of September 28 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-09-28,8:37 PM,25506
Virginia,464,Data as of September 28 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,54.53,2022-09-28,8:37 PM,25506
Washington,593,Data as of September 28 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,78.94,2022-09-28,8:37 PM,25506
West Virginia,11,Data as of September 28 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,6.09,2022-09-28,8:37 PM,25506
Wisconsin,75,Data as of September 28 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,12.92,2022-09-28,8:37 PM,25506
Wyoming,4,Data as of September 28 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,6.88,2022-09-28,8:37 PM,25506
