location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
North Dakota,4,Data as of 22 Aug 2022 2:00 PM EDT,38,N.D.,ND,North Dakota,760394,5.26,2022-08-22,8:33 PM,15430
Ohio,133,Data as of 22 Aug 2022 2:00 PM EDT,39,Ohio,OH,Ohio,11675275,11.39,2022-08-22,8:33 PM,15430
Oklahoma,18,Data as of 22 Aug 2022 2:00 PM EDT,40,Okla.,OK,Oklahoma,3949342,4.56,2022-08-22,8:33 PM,15430
Oregon,141,Data as of 22 Aug 2022 2:00 PM EDT,41,Ore.,OR,Oregon,4176346,33.76,2022-08-22,8:33 PM,15430
Pennsylvania,422,Data as of 22 Aug 2022 2:00 PM EDT,42,Pa.,PA,Pennsylvania,12794885,32.98,2022-08-22,8:33 PM,15430
Puerto Rico,77,Data as of 22 Aug 2022 2:00 PM EDT,72,,PR,Puerto Rico,3255642,23.65,2022-08-22,8:33 PM,15430
Rhode Island,38,Data as of 22 Aug 2022 2:00 PM EDT,44,R.I.,RI,Rhode Island,1057798,35.92,2022-08-22,8:33 PM,15430
South Carolina,86,Data as of 22 Aug 2022 2:00 PM EDT,45,S.C.,SC,South Carolina,5091517,16.89,2022-08-22,8:33 PM,15430
South Dakota,2,Data as of 22 Aug 2022 2:00 PM EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-08-22,8:33 PM,15430
Tennessee,137,Data as of 22 Aug 2022 2:00 PM EDT,47,Tenn.,TN,Tennessee,6772268,20.23,2022-08-22,8:33 PM,15430
Texas,1283,Data as of 22 Aug 2022 2:00 PM EDT,48,Texas,TX,Texas,28635442,44.8,2022-08-22,8:33 PM,15430
Utah,89,Data as of 22 Aug 2022 2:00 PM EDT,49,Utah,UT,Utah,3151239,28.24,2022-08-22,8:33 PM,15430
Vermont,2,Data as of 22 Aug 2022 2:00 PM EDT,50,Vt.,VT,Vermont,624340,3.2,2022-08-22,8:33 PM,15430
Virginia,263,Data as of 22 Aug 2022 2:00 PM EDT,51,Va.,VA,Virginia,8509358,30.91,2022-08-22,8:33 PM,15430
Washington,328,Data as of 22 Aug 2022 2:00 PM EDT,53,Wash.,WA,Washington,7512465,43.66,2022-08-22,8:33 PM,15430
West Virginia,4,Data as of 22 Aug 2022 2:00 PM EDT,54,W.Va.,WV,West Virginia,1807426,2.21,2022-08-22,8:33 PM,15430
Wisconsin,43,Data as of 22 Aug 2022 2:00 PM EDT,55,Wis.,WI,Wisconsin,5806975,7.4,2022-08-22,8:33 PM,15430
Wyoming,1,Data as of 22 Aug 2022 2:00 PM EDT,56,Wyo.,WY,Wyoming,581348,1.72,2022-08-22,8:33 PM,15430
