location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Indiana,77,Data as of 10 Aug 2022 2:00 PM EDT,18,Ind.,IN,Indiana,6696893,11.5,2022-08-15,8:12 PM,10389
Iowa,13,Data as of 10 Aug 2022 2:00 PM EDT,19,Iowa,IA,Iowa,3150011,4.13,2022-08-15,8:12 PM,10389
Kansas,2,Data as of 10 Aug 2022 2:00 PM EDT,20,Kan.,KS,Kansas,2912619,0.69,2022-08-15,8:12 PM,10389
Kentucky,10,Data as of 10 Aug 2022 2:00 PM EDT,21,Ky.,KY,Kentucky,4461952,2.24,2022-08-15,8:12 PM,10389
Louisiana,92,Data as of 10 Aug 2022 2:00 PM EDT,22,La.,LA,Louisiana,4664616,19.72,2022-08-15,8:12 PM,10389
Maine,3,Data as of 10 Aug 2022 2:00 PM EDT,23,Maine,ME,Maine,1340825,2.24,2022-08-15,8:12 PM,10389
Maryland,236,Data as of 10 Aug 2022 2:00 PM EDT,24,Md.,MD,Maryland,6037624,39.09,2022-08-15,8:12 PM,10389
Massachusetts,174,Data as of 10 Aug 2022 2:00 PM EDT,25,Mass.,MA,Massachusetts,6873003,25.32,2022-08-15,8:12 PM,10389
Michigan,77,Data as of 10 Aug 2022 2:00 PM EDT,26,Mich.,MI,Michigan,9973907,7.72,2022-08-15,8:12 PM,10389
Minnesota,58,Data as of 10 Aug 2022 2:00 PM EDT,27,Minn.,MN,Minnesota,5600166,10.36,2022-08-15,8:12 PM,10389
Mississippi,8,Data as of 10 Aug 2022 2:00 PM EDT,28,Miss.,MS,Mississippi,2981835,2.68,2022-08-15,8:12 PM,10389
Missouri,18,Data as of 10 Aug 2022 2:00 PM EDT,29,Mo.,MO,Missouri,6124160,2.94,2022-08-15,8:12 PM,10389
Montana,2,Data as of 10 Aug 2022 2:00 PM EDT,30,Mont.,MT,Montana,1061705,1.88,2022-08-15,8:12 PM,10389
Nebraska,14,Data as of 10 Aug 2022 2:00 PM EDT,31,Neb.,NE,Nebraska,1923826,7.28,2022-08-15,8:12 PM,10389
Nevada,56,Data as of 10 Aug 2022 2:00 PM EDT,32,Nev.,NV,Nevada,3030281,18.48,2022-08-15,8:12 PM,10389
New Hampshire,15,Data as of 10 Aug 2022 2:00 PM EDT,33,N.H.,NH,New Hampshire,1355244,11.07,2022-08-15,8:12 PM,10389
New Jersey,277,Data as of 10 Aug 2022 2:00 PM EDT,34,N.J.,NJ,New Jersey,8885418,31.17,2022-08-15,8:12 PM,10389
New Mexico,13,Data as of 10 Aug 2022 2:00 PM EDT,35,N.M.,NM,New Mexico,2097021,6.2,2022-08-15,8:12 PM,10389
New York,2132,Data as of 10 Aug 2022 2:00 PM EDT,36,N.Y.,NY,New York,19514849,109.25,2022-08-15,8:12 PM,10389
North Carolina,122,Data as of 10 Aug 2022 2:00 PM EDT,37,N.C.,NC,North Carolina,10386227,11.75,2022-08-15,8:12 PM,10389
North Dakota,2,Data as of 10 Aug 2022 2:00 PM EDT,38,N.D.,ND,North Dakota,760394,2.63,2022-08-15,8:12 PM,10389
Ohio,75,Data as of 10 Aug 2022 2:00 PM EDT,39,Ohio,OH,Ohio,11675275,6.42,2022-08-15,8:12 PM,10389
Oklahoma,12,Data as of 10 Aug 2022 2:00 PM EDT,40,Okla.,OK,Oklahoma,3949342,3.04,2022-08-15,8:12 PM,10389
Oregon,93,Data as of 10 Aug 2022 2:00 PM EDT,41,Ore.,OR,Oregon,4176346,22.27,2022-08-15,8:12 PM,10389
Pennsylvania,268,Data as of 10 Aug 2022 2:00 PM EDT,42,Pa.,PA,Pennsylvania,12794885,20.95,2022-08-15,8:12 PM,10389
Puerto Rico,32,Data as of 10 Aug 2022 2:00 PM EDT,72,,PR,Puerto Rico,3255642,9.83,2022-08-15,8:12 PM,10389
Rhode Island,32,Data as of 10 Aug 2022 2:00 PM EDT,44,R.I.,RI,Rhode Island,1057798,30.25,2022-08-15,8:12 PM,10389
South Carolina,44,Data as of 10 Aug 2022 2:00 PM EDT,45,S.C.,SC,South Carolina,5091517,8.64,2022-08-15,8:12 PM,10389
South Dakota,2,Data as of 10 Aug 2022 2:00 PM EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-08-15,8:12 PM,10389
Tennessee,62,Data as of 10 Aug 2022 2:00 PM EDT,47,Tenn.,TN,Tennessee,6772268,9.15,2022-08-15,8:12 PM,10389
Texas,780,Data as of 10 Aug 2022 2:00 PM EDT,48,Texas,TX,Texas,28635442,27.24,2022-08-15,8:12 PM,10389
Utah,57,Data as of 10 Aug 2022 2:00 PM EDT,49,Utah,UT,Utah,3151239,18.09,2022-08-15,8:12 PM,10389
Vermont,1,Data as of 10 Aug 2022 2:00 PM EDT,50,Vt.,VT,Vermont,624340,1.6,2022-08-15,8:12 PM,10389
Virginia,175,Data as of 10 Aug 2022 2:00 PM EDT,51,Va.,VA,Virginia,8509358,20.57,2022-08-15,8:12 PM,10389
Washington,220,Data as of 10 Aug 2022 2:00 PM EDT,53,Wash.,WA,Washington,7512465,29.28,2022-08-15,8:12 PM,10389
West Virginia,4,Data as of 10 Aug 2022 2:00 PM EDT,54,W.Va.,WV,West Virginia,1807426,2.21,2022-08-15,8:12 PM,10389
Wisconsin,31,Data as of 10 Aug 2022 2:00 PM EDT,55,Wis.,WI,Wisconsin,5806975,5.34,2022-08-15,8:12 PM,10389
Wyoming,0,Data as of 10 Aug 2022 2:00 PM EDT,56,Wyo.,WY,Wyoming,581348,0.0,2022-08-15,8:12 PM,10389
