epi_date_v3,cases,7-day average,cumulative cases,asof,cumulative_sum
9/24/2022,82,129.8571429,26429,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,26429
9/25/2022,86,125.0,26515,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,26515
9/26/2022,139,126.0,26654,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,26654
9/27/2022,109,118.0,26763,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,26763
9/28/2022,101,112.7142857,26864,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,26864
9/29/2022,111,106.8571429,26975,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,26975
9/30/2022,108,105.1428571,27083,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27083
10/1/2022,85,105.5714286,27168,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27168
10/2/2022,66,102.7142857,27234,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27234
10/3/2022,89,95.57142857,27323,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27323
10/4/2022,81,91.57142857,27404,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27404
10/5/2022,92,90.28571429,27496,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27496
10/6/2022,107,89.71428571,27603,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27603
10/7/2022,89,87.0,27692,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27692
10/8/2022,55,82.71428571,27747,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27747
10/9/2022,73,83.71428571,27820,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27820
10/10/2022,82,82.71428571,27902,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27902
10/11/2022,68,80.85714286,27970,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,27970
10/12/2022,68,77.42857143,28038,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28038
10/13/2022,69,72.0,28107,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28107
10/14/2022,66,68.71428571,28173,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28173
10/15/2022,48,67.71428571,28221,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28221
10/16/2022,45,63.71428571,28266,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28266
10/17/2022,60,60.57142857,28326,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28326
10/18/2022,52,58.28571429,28378,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28378
10/19/2022,47,55.28571429,28425,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28425
10/20/2022,63,54.42857143,28488,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28488
10/21/2022,57,53.14285714,28545,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28545
10/22/2022,36,51.42857143,28581,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28581
10/23/2022,27,48.85714286,28608,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28608
10/24/2022,51,47.57142857,28659,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28659
10/25/2022,42,46.14285714,28701,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28701
10/26/2022,52,46.85714286,28753,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28753
10/27/2022,52,45.28571429,28805,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28805
10/28/2022,40,42.85714286,28845,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28845
10/29/2022,28,41.71428571,28873,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28873
10/30/2022,27,41.71428571,28900,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28900
10/31/2022,44,40.71428571,28944,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28944
11/1/2022,39,40.28571429,28983,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,28983
11/2/2022,39,38.42857143,29022,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29022
11/3/2022,40,36.71428571,29062,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29062
11/4/2022,33,35.71428571,29095,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29095
11/5/2022,31,36.14285714,29126,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29126
11/6/2022,29,36.42857143,29155,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29155
11/7/2022,40,35.85714286,29195,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29195
11/8/2022,27,34.14285714,29222,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29222
11/9/2022,33,33.28571429,29255,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29255
11/10/2022,27,31.42857143,29282,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29282
11/11/2022,31,31.14285714,29313,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29313
11/12/2022,16,29.0,29329,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29329
11/13/2022,23,28.14285714,29352,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29352
11/14/2022,38,27.85714286,29390,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29390
11/15/2022,19,26.71428571,29409,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29409
11/16/2022,23,25.28571429,29432,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29432
11/17/2022,13,23.28571429,29445,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29445
11/18/2022,30,23.14285714,29475,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29475
11/19/2022,18,23.42857143,29493,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29493
11/20/2022,18,22.71428571,29511,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29511
11/21/2022,24,20.71428571,29535,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29535
11/22/2022,18,20.57142857,29553,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29553
11/23/2022,18,19.85714286,29571,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29571
11/24/2022,18,20.57142857,29589,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29589
11/25/2022,13,18.14285714,29602,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29602
11/26/2022,15,17.71428571,29617,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29617
11/27/2022,9,16.42857143,29626,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29626
11/28/2022,22,16.14285714,29648,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29648
11/29/2022,17,16.0,29665,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29665
11/30/2022,14,15.42857143,29679,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29679
12/1/2022,21,15.85714286,29700,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29700
12/2/2022,15,16.14285714,29715,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29715
12/3/2022,9,15.28571429,29724,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29724
12/4/2022,8,15.14285714,29732,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29732
12/5/2022,23,15.28571429,29755,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29755
12/6/2022,10,14.28571429,29765,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29765
12/7/2022,13,14.14285714,29778,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29778
12/8/2022,18,13.71428571,29796,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29796
12/9/2022,9,12.85714286,29805,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29805
12/10/2022,11,13.14285714,29816,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29816
12/11/2022,7,13.0,29823,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29823
12/12/2022,15,11.85714286,29838,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29838
12/13/2022,10,11.85714286,29848,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29848
12/14/2022,15,12.14285714,29863,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29863
12/15/2022,15,11.71428571,29878,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29878
12/16/2022,15,12.57142857,29893,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29893
12/17/2022,6,11.85714286,29899,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29899
12/18/2022,9,12.14285714,29908,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29908
12/19/2022,13,11.85714286,29921,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29921
12/20/2022,12,12.14285714,29933,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29933
12/21/2022,2,10.28571429,29935,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29935
12/22/2022,9,9.428571429,29944,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29944
12/23/2022,9,8.571428571,29953,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29953
12/24/2022,4,8.285714286,29957,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29957
12/25/2022,7,8.0,29964,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29964
12/26/2022,8,7.285714286,29972,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29972
12/27/2022,4,6.142857143,29976,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29976
12/28/2022,5,6.571428571,29981,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29981
12/29/2022,3,5.714285714,29984,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29984
12/30/2022,8,5.571428571,29992,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29992
12/31/2022,6,5.857142857,29998,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,29998
1/1/2023,12,6.571428571,30010,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30010
1/2/2023,2,5.714285714,30012,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30012
1/3/2023,9,6.428571429,30021,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30021
1/4/2023,2,6.0,30023,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30023
1/5/2023,10,7.0,30033,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30033
1/6/2023,5,6.571428571,30038,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30038
1/7/2023,5,6.428571429,30043,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30043
1/8/2023,5,5.428571429,30048,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30048
1/9/2023,6,6.0,30054,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30054
1/10/2023,8,5.857142857,30062,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30062
1/11/2023,8,6.714285714,30070,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30070
1/12/2023,9,6.571428571,30079,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30079
1/13/2023,8,7.0,30087,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30087
1/14/2023,5,7.0,30092,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30092
1/15/2023,6,7.142857143,30098,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30098
1/16/2023,5,7.0,30103,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30103
1/17/2023,2,6.142857143,30105,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30105
1/18/2023,4,5.571428571,30109,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30109
1/19/2023,3,4.714285714,30112,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30112
1/20/2023,12,5.285714286,30124,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30124
1/21/2023,7,5.571428571,30131,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30131
1/22/2023,5,5.428571429,30136,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30136
1/23/2023,4,5.285714286,30140,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30140
1/24/2023,5,5.714285714,30145,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30145
1/25/2023,10,6.571428571,30155,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30155
1/26/2023,5,6.857142857,30160,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30160
1/27/2023,3,5.571428571,30163,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30163
1/28/2023,6,5.428571429,30169,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30169
1/29/2023,3,5.142857143,30172,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30172
1/30/2023,3,5.0,30175,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30175
